UKPRN,HE Provider,Academic staff costs,Other staff costs,Total staff costs,Fundamental restructuring costs,Other operating expenses,Depreciation,Interest and other finance costs,Total expenditure
10007794,The University of Glasgow,740,"12,811","13,551",,"3,879",24,,"17,454"
10007145,University of Gloucestershire,359,"7,855","8,214",,"3,669",425,,"12,308"
10007833,Glyndŵr University,712,"3,047","3,759",,"1,266",5,,"5,030"
10002718,Goldsmiths College,425,"8,958","9,383",,"3,408",0,,"12,791"
10007146,The University of Greenwich,24,"7,898","7,922",,"3,547",0,,"11,469"
10007825,Guildhall School of Music and Drama,213,"4,045","4,258",,"2,238",0,,"6,496"
10040812,Harper Adams University,1,"1,659","1,660",,"1,165",235,,"3,060"
10080811,Hartpury University,0,"3,912","3,912",,"3,087",0,,"6,999"
10007764,Heriot-Watt University,"1,768","14,465","16,233",,"11,263",632,,"28,128"
10007147,University of Hertfordshire,602,"7,695","8,297",,"1,750",420,,"10,467"
10007148,The University of Huddersfield,0,"6,760","6,760",,"2,388",35,,"9,183"
10007149,The University of Hull,496,"8,455","8,951",,"5,615",23,,"14,589"
10003270,"Imperial College of Science, Technology and Medicine","3,013","30,080","33,093",,"17,728",0,,"50,821"
10035638,Institute of Contemporary Music Performance,0,"1,845","1,845",,0,0,,"1,845"
10007767,Keele University,0,"6,453","6,453",,"4,239",68,,"10,760"
10007150,The University of Kent,182,"13,891","14,073",,"2,561",59,,"16,693"
10003645,King's College London,"3,966","40,566","44,532",,"21,483",329,,"66,344"
10003678,Kingston University,"2,515","5,189","7,704",,853,0,,"8,557"
10003758,LAMDA Limited,0,"1,259","1,259",,939,188,,"2,386"
10007768,The University of Lancaster,395,"8,973","9,368",,"5,661",387,,"15,416"
10003854,Leeds Arts University,0,"1,147","1,147",,"1,113",36,,"2,296"
10003861,Leeds Beckett University,0,"7,626","7,626",,"2,612",7,,"10,245"
10034449,Leeds College of Music,0,"3,479","3,479",,803,0,,"4,282"
10007795,The University of Leeds,"1,600","24,123","25,723",,"15,492",531,,"41,746"
10003863,Leeds Trinity University,27,"2,549","2,576",,"1,372",5,,"3,953"
10007796,The University of Leicester,"1,862","14,982","16,844",,"6,496",214,,"23,554"
10007151,The University of Lincoln,0,"2,592","2,592",,"1,800",0,,"4,392"
10003956,Liverpool Hope University,0,"1,633","1,633",,581,21,,"2,235"
10003957,Liverpool John Moores University,"1,472","7,248","8,720",,"4,286",0,,"13,006"
10003945,The Liverpool Institute for Performing Arts,0,"1,802","1,802",,"1,356",0,,"3,158"
10006842,The University of Liverpool,"1,054","7,983","9,037",,"2,894",0,,"11,931"
10003958,Liverpool School of Tropical Medicine,0,"3,122","3,122",,"2,305",0,,"5,427"
10007162,"University of the Arts, London",0,"20,695","20,695",,"2,789",0,,"23,484"
10007769,London Business School,0,"36,680","36,680",,"10,181","10,908",,"57,769"
10007797,University of London (Institutes and activities),341,"9,273","9,614",,"6,924",2,,"16,540"
10023434,London School of Commerce & IT Limited,0,0,0,,0,0,,0
10004048,London Metropolitan University,315,"4,430","4,745",,"2,371",257,,"7,373"
10032594,London School of Academics Ltd,0,0,0,,0,0,,0
10004078,London South Bank University,160,"10,778","10,938",,"8,759",29,,"19,726"
10004063,London School of Economics and Political Science,0,"14,905","14,905",,"5,990",0,,"20,895"
10007771,London School of Hygiene and Tropical Medicine,"1,042","8,801","9,843",,"3,641",0,,"13,484"
10062810,The London School of Architecture,0,0,0,,0,0,,0
10008289,The London Institute of Banking & Finance,0,"3,544","3,544",,"2,033",0,,"5,577"
10004035,The Film Education Training Trust Limited,0,333,333,,111,2,,446
10004113,Loughborough University,144,"6,502","6,646",,"3,102",75,,"9,823"
10004180,The Manchester Metropolitan University,0,"9,705","9,705",,"3,404",1,,"13,110"
10007798,The University of Manchester,"-65,211","91,315","26,104",,"27,009","4,587",,"57,700"
10009527,Istituto Marangoni Limited,0,0,0,,"1,050",0,,"1,050"
10020416,Mattersey Hall,0,0,0,,129,0,,129
10030776,St Mellitus College,0,281,281,,0,0,,281
10004351,Middlesex University,308,"8,558","8,866",,"3,538","2,378",,"14,782"
10023454,Moorlands College,0,205,205,,130,0,,335
10004538,Nazarene Theological College,0,395,395,,161,0,,556
10030129,Nelson College London Ltd,0,0,0,,0,0,,0
10007799,Newcastle University,260,"11,820","12,080",,"3,701",80,,"15,861"
10048199,New College of the Humanities,165,"1,336","1,501",,"1,841",0,,"3,342"
10007832,Newman University,409,"1,471","1,880",,"1,135",0,,"3,015"
10008397,Norland College,0,"1,001","1,001",,742,0,,"1,743"
10007138,The University of Northampton,80,"12,460","12,540",,"6,992","2,118",,"21,650"
10004740,Northern College of Acupuncture,0,241,241,,169,7,,417
10001282,University of Northumbria at Newcastle,"1,181","15,754","16,935",,"14,094",28,,"31,057"
10004775,Norwich University of the Arts,228,"1,167","1,395",,754,0,,"2,149"
10007154,University of Nottingham,959,"28,657","29,616",,"17,256","5,083",,"51,955"
10004797,The Nottingham Trent University,4,"13,728","13,732",,"6,128","1,292",,"21,152"
10010227,Oak Hill College,0,372,372,,390,0,,762
10007773,The Open University,"5,498","102,796","108,294",,"66,694",293,,"175,281"
10004930,Oxford Brookes University,617,"15,207","15,824",,"6,805",664,,"23,293"
10007774,The University of Oxford,"3,829","77,378","81,207",,"54,786","19,816",,"155,809"
10005127,Plymouth College of Art,0,899,899,,686,0,,"1,585"
10007801,University of Plymouth,"1,326","11,070","12,396",,"5,660",0,,"18,056"
10007155,The University of Portsmouth,429,"4,928","5,357",,"2,403",78,,"7,838"
10005337,"Queen Margaret University, Edinburgh",0,"4,177","4,177",,"1,739",0,,"5,916"
10007775,Queen Mary University of London,960,"19,605","20,565",,"12,030",0,,"32,595"
10009292,Royal Academy of Dramatic Art,0,0,0,,0,0,,0
10005544,Royal Academy of Dance,0,"1,452","1,452",,0,0,,"1,452"
10005389,Ravensbourne University London,787,"2,800","3,587",,"3,482",0,,"7,069"
10007802,The University of Reading,"1,176","19,434","20,610",,"13,982","3,258",,"37,850"
10003331,Regent's University London,0,"5,062","5,062",,"4,837",0,,"9,899"
10008455,Regent College,0,"2,274","2,274",,0,0,,"2,274"
10005500,Robert Gordon University,0,"4,677","4,677",,"1,248",38,,"5,963"
10007776,Roehampton University,0,"5,689","5,689",,"8,496",364,,"14,549"
10005523,Rose Bruford College of Theatre and Performance,0,"1,228","1,228",,658,0,,"1,886"
10007835,Royal Academy of Music,258,"2,469","2,727",,"1,292",34,,"4,053"
10005545,Royal Agricultural University,314,"1,065","1,379",,992,0,,"2,371"
10007777,Royal College of Art,0,"7,028","7,028",,"6,374",0,,"13,402"
10007778,Royal College of Music,296,"5,084","5,380",,"1,294",93,,"6,767"
10005561,Royal Conservatoire of Scotland,0,"2,844","2,844",,555,17,,"3,416"
10007816,The Royal Central School of Speech and Drama,0,"2,398","2,398",,"1,741",352,,"4,491"
10005553,Royal Holloway and Bedford New College,0,"6,289","6,289",,"8,274",82,,"14,645"
10007837,Royal Northern College of Music,0,"2,450","2,450",,"1,255",243,,"3,948"
10007779,The Royal Veterinary College,427,"6,557","6,984",,"3,227",8,,"10,219"
10007803,The University of St Andrews,253,"7,617","7,870",,"1,399",0,,"9,269"
10007839,SAE Education Limited,0,"1,106","1,106",,0,0,,"1,106"
10007782,"St George's, University of London",849,"7,073","7,922",,"1,801",831,,"10,554"
10008026,St Mary's University College,0,865,865,,190,0,,"1,055"
10007843,"St Mary's University, Twickenham",316,"8,670","8,986",,"2,366",0,,"11,352"
10007156,The University of Salford,"2,016","12,279","14,295",,"7,346",115,,"21,756"
10021256,The Salvation Army,0,0,0,,232,0,,232
10007780,SOAS University of London,0,"6,558","6,558",,"3,805",395,,"10,758"
10005700,SRUC,0,"5,751","5,751",,"4,187",0,,"9,938"
10005790,Sheffield Hallam University,441,"13,011","13,452",,"4,419",37,,"17,908"
10007157,The University of Sheffield,"1,157","19,135","20,292",,"5,412",33,,"25,737"
10006022,Solent University,0,"7,637","7,637",,"3,924",65,,"11,626"
10007158,The University of Southampton,"1,102","16,431","17,533",,"6,414",37,,"23,984"
10006299,Staffordshire University,0,"10,301","10,301",,"6,241",536,,"17,078"
10007804,The University of Stirling,0,"5,341","5,341",,"2,269",77,,"7,687"
10037449,University of St Mark and St John,360,"4,916","5,276",,"2,598","1,847",,"9,721"
10008010,Stranmillis University College,234,"1,319","1,553",,297,0,,"1,850"
10007805,The University of Strathclyde,"2,844","11,226","14,070",,"5,943","2,611",,"22,624"
10014001,University of Suffolk,828,"2,099","2,927",,"1,396",40,,"4,363"
10007159,The University of Sunderland,156,"7,411","7,567",,"2,444",48,,"10,059"
10007160,The University of Surrey,149,"20,786","20,935",,"10,461",7,,"31,403"
10007806,The University of Sussex,"2,434","9,103","11,537",,427,"1,903",,"13,867"
10007855,Swansea University,"1,151","15,567","16,718",,"11,157",0,,"27,875"
10007161,Teesside University,0,"5,342","5,342",,"3,235",15,,"8,592"
10008017,Trinity Laban Conservatoire of Music and Dance,0,"2,964","2,964",,"1,328",116,,"4,408"
10007858,University of Wales Trinity Saint David,185,"10,216","10,401",,"8,088",797,,"19,286"
10068157,University Centre Peterborough,0,0,0,,182,0,,182
10007114,University of the Highlands and Islands,"1,118","5,239","6,357",,"2,861",0,,"9,218"
10007807,Ulster University,"1,056","8,670","9,726",,"1,807",161,,"11,694"
10007784,University College London,"7,897","54,237","62,134",,"35,036",198,,"97,368"
10007793,University of South Wales,0,"10,328","10,328",,"3,857","1,061",,"15,246"
10008574,The University of Wales (central functions),0,445,445,,204,60,,709
10007163,The University of Warwick,"2,636","25,086","27,722",,"5,955",650,,"34,327"
10007164,"University of the West of England, Bristol",838,"10,240","11,078",,"9,486","3,090",,"23,654"
10007800,The University of the West of Scotland,"2,262","9,409","11,671",,"2,181","5,238",,"19,090"
10006566,The University of West London,71,"2,688","2,759",,"2,276",326,,"5,361"
10007165,The University of Westminster,7,"10,432","10,439",,"10,557",0,,"20,996"
10003614,The University of Winchester,232,"4,365","4,597",,"3,652",7,,"8,256"
10007166,The University of Wolverhampton,"1,670","9,311","10,981",,"4,134",181,,"15,296"
10007139,University of Worcester,"1,325","7,209","8,534",,"3,315",652,,"12,501"
10007657,Writtle University College,493,"2,523","3,016",,"2,059",19,,"5,094"
10007713,York St John University,473,"2,536","3,009",,"1,431",11,,"4,451"
10007167,The University of York,"2,731","18,898","21,629",,"5,525",0,,"27,154"
,Total,"50,900","1,851,253","1,902,153",,"980,942","95,628",,"2,978,723"
